N cmd (ramp);N actual;I cmd (ramp);I actual;Id actual;I1 actual;I2 actual;I3 actual
2778;420;12.69;8.46;1.06;8.46;-5.82;-2.64
2826;423;12.69;12.69;-3.17;-5.29;12.69;-7.40
2874;427;12.69;6.34;0.53;-6.34;2.11;4.23
2922;427;12.69;15.33;-3.17;11.10;-14.80;3.70
2970;423;12.69;7.93;0.00;5.29;2.64;-7.93
3018;442;12.69;12.69;2.11;-10.04;11.63;-1.59
3066;438;12.69;10.57;-3.70;2.11;-10.04;7.93
3114;453;12.69;10.57;1.06;10.57;-5.29;-5.29
3162;449;12.69;12.69;-0.53;-5.82;12.69;-6.87
3210;453;12.69;6.87;0.00;-5.29;-1.06;6.34
3258;460;12.69;13.22;0.00;11.63;-11.10;-0.53
3306;467;12.69;12.16;-3.17;-2.11;11.63;-9.52
3354;467;12.69;9.52;0.00;-8.99;2.11;6.87
3402;478;12.69;14.80;-1.59;11.10;-13.75;2.64
3450;474;12.69;10.57;-3.70;0.53;8.99;-9.52
3498;485;12.69;8.99;0.00;-8.99;4.23;4.76
3546;482;12.69;13.75;-2.64;8.99;-13.22;4.23
3594;482;12.69;8.46;-1.59;3.17;5.29;-8.46
3642;496;12.69;8.46;1.59;-7.93;6.34;1.59
3690;496;12.69;13.22;-2.11;7.40;-13.22;5.82
3738;496;12.69;8.99;-1.59;3.70;5.29;-8.99
3786;507;12.69;9.52;2.11;-8.99;6.87;2.11
3834;507;12.69;14.27;-2.11;8.99;-14.27;5.29
3882;515;12.69;10.04;-2.64;2.11;7.40;-9.52
3930;518;12.69;9.52;1.59;-9.52;5.29;4.23
3978;522;12.69;14.80;-2.11;11.63;-13.75;2.11
4026;529;12.69;11.10;-3.70;-2.11;10.57;-8.46
4074;529;12.69;10.04;0.00;-8.99;1.06;7.93
4122;533;12.69;13.22;0.00;11.63;-11.10;-0.53
4170;533;12.69;12.69;-0.53;-3.70;12.16;-8.46
4218;537;12.69;7.40;-0.53;-3.70;-3.70;7.40
4266;544;12.69;8.99;0.00;8.99;-4.23;-4.76
4314;551;12.69;10.04;0.00;-7.40;9.52;-2.11
4362;551;12.69;6.87;-2.64;2.64;-6.87;4.23
4410;548;12.69;5.29;0.53;4.23;0.53;-4.76
4458;555;12.69;4.76;1.06;-4.76;3.70;1.06
4506;555;12.69;7.40;-2.64;6.34;-6.34;0.00
4554;555;12.69;5.82;0.00;1.06;4.23;-5.29
4602;558;12.69;3.17;2.64;-3.17;2.64;0.53
4650;562;12.69;4.23;0.53;4.23;-3.17;-1.06
4698;558;12.69;6.34;-1.06;-4.76;6.34;-1.59
4746;562;12.69;-5.29;-4.23;3.70;-5.82;2.11
4794;562;12.69;5.29;0.53;4.76;0.00;-4.76
4842;562;12.69;3.17;0.53;-3.17;2.64;0.53
4890;566;12.69;6.34;-1.59;5.29;-5.82;0.53
4938;555;12.69;5.29;0.00;0.53;4.23;-4.76
4986;562;12.69;1.59;0.00;-1.59;0.00;1.59
5034;573;12.69;5.29;-0.53;5.29;-2.64;-2.64
5082;566;12.69;5.82;0.00;-3.70;5.82;-2.11
5130;566;12.69;5.29;-2.11;2.11;-5.29;3.17
5178;566;12.69;4.23;0.00;3.17;0.53;-3.70
5226;566;12.69;3.70;0.00;-3.70;2.11;1.59
5274;573;12.69;4.76;-1.06;4.23;-4.23;0.00
5322;573;12.69;4.76;0.53;0.53;3.70;-4.23
5370;573;12.69;2.64;-0.53;-1.06;-1.59;2.64
5418;569;12.69;6.87;-1.59;6.34;-1.06;-5.29
5466;573;12.69;5.82;0.00;-4.76;5.29;-0.53
5514;566;12.69;4.23;-2.11;3.17;-3.70;0.53
5562;573;12.69;2.11;-0.53;0.53;1.59;-2.11
5610;566;12.69;2.64;0.53;-2.64;1.59;1.06
5658;573;12.69;2.64;0.53;2.11;-2.64;0.53
5706;566;12.69;3.70;2.64;2.11;1.59;-3.70
5754;569;12.69;1.59;-0.53;0.00;-1.59;1.59
5802;569;12.69;3.17;0.53;3.17;-1.06;-2.11
5850;569;12.69;3.17;1.59;-1.59;3.17;-1.59
5898;569;12.69;3.17;-1.59;2.64;-2.64;0.00
5946;577;12.69;4.23;0.00;1.59;2.64;-4.23
5994;569;12.69;3.17;2.64;-3.17;2.64;0.53
6000;569;12.69;3.17;0.00;3.17;-1.59;-1.59
6000;573;12.69;4.23;0.00;-2.64;4.23;-1.59
6000;569;12.69;-3.70;-3.17;3.17;-3.70;0.53
